iter	Passed	Remaining
1667	22080	4394
1668	22093	4381
1669	22106	4368
1670	22118	4354
1671	22132	4341
1672	22144	4328
1673	22157	4315
1674	22170	4301
1675	22183	4288
1676	22196	4275
1677	22209	4261
1678	22222	4248
1679	22235	4235
1680	22249	4222
1681	22262	4208
1682	22275	4195
1683	22288	4182
1684	22300	4169
1685	22313	4155
1686	22326	4142
1687	22339	4129
1688	22352	4115
1689	22365	4102
1690	22379	4089
1691	22393	4076
1692	22406	4063
1693	22419	4049
1694	22433	4036
1695	22446	4023
1696	22459	4010
1697	22472	3996
1698	22486	3983
1699	22498	3970
1700	22511	3956
1701	22524	3943
1702	22536	3930
1703	22549	3917
1704	22562	3903
1705	22575	3890
1706	22589	3877
1707	22603	3864
1708	22616	3851
1709	22629	3837
1710	22643	3824
1711	22655	3811
1712	22669	3798
1713	22682	3784
1714	22695	3771
1715	22708	3758
1716	22722	3745
1717	22734	3731
1718	22747	3718
1719	22760	3705
1720	22775	3692
1721	22788	3679
1722	22802	3665
1723	22815	3652
1724	22829	3639
1725	22842	3626
1726	22856	3613
1727	22869	3599
1728	22882	3586
1729	22894	3573
1730	22907	3559
1731	22921	3546
1732	22933	3533
1733	22946	3520
1734	22959	3506
1735	22972	3493
1736	22985	3480
1737	22997	3466
1738	23009	3453
1739	23023	3440
1740	23035	3426
1741	23049	3413
1742	23061	3400
1743	23074	3387
1744	23087	3373
1745	23101	3360
1746	23114	3347
1747	23127	3334
1748	23139	3320
1749	23152	3307
1750	23165	3294
1751	23178	3280
1752	23192	3267
1753	23204	3254
1754	23218	3241
1755	23231	3228
1756	23244	3214
1757	23257	3201
1758	23270	3188
1759	23283	3175
1760	23295	3161
1761	23308	3148
1762	23322	3135
1763	23336	3122
1764	23350	3108
1765	23364	3095
1766	23385	3083
1767	23400	3070
1768	23415	3057
1769	23427	3044
1770	23439	3030
1771	23452	3017
1772	23465	3004
1773	23479	2991
1774	23492	2977
1775	23507	2964
1776	23520	2951
1777	23534	2938
1778	23548	2925
1779	23560	2912
1780	23573	2898
1781	23586	2885
1782	23600	2872
1783	23613	2858
1784	23626	2845
1785	23638	2832
1786	23651	2819
1787	23664	2805
1788	23677	2792
1789	23691	2779
1790	23705	2766
1791	23717	2752
1792	23730	2739
1793	23744	2726
1794	23756	2713
1795	23770	2699
1796	23783	2686
1797	23796	2673
1798	23809	2660
1799	23823	2647
1800	23836	2633
1801	23849	2620
1802	23861	2607
1803	23874	2593
1804	23885	2580
1805	23898	2567
1806	23912	2554
1807	23925	2540
1808	23938	2527
1809	23951	2514
1810	23964	2501
1811	23977	2487
1812	23990	2474
1813	24003	2461
1814	24015	2447
1815	24027	2434
1816	24040	2421
1817	24053	2408
1818	24067	2394
1819	24080	2381
1820	24092	2368
1821	24105	2354
1822	24118	2341
1823	24130	2328
1824	24143	2315
1825	24157	2302
1826	24170	2288
1827	24183	2275
1828	24196	2262
1829	24209	2248
1830	24222	2235
1831	24235	2222
1832	24248	2209
1833	24261	2195
1834	24274	2182
1835	24288	2169
1836	24300	2156
1837	24314	2143
1838	24328	2129
1839	24343	2116
1840	24356	2103
1841	24370	2090
1842	24384	2077
1843	24398	2064
1844	24412	2050
1845	24425	2037
1846	24438	2024
1847	24451	2011
1848	24464	1997
1849	24477	1984
1850	24489	1971
1851	24502	1958
1852	24514	1944
1853	24526	1931
1854	24539	1918
1855	24551	1904
1856	24563	1891
1857	24576	1878
1858	24588	1864
1859	24601	1851
1860	24614	1838
1861	24627	1825
1862	24640	1811
1863	24654	1798
1864	24667	1785
1865	24680	1772
1866	24692	1759
1867	24705	1745
1868	24719	1732
1869	24732	1719
1870	24744	1706
1871	24756	1692
1872	24770	1679
1873	24782	1666
1874	24794	1652
1875	24806	1639
1876	24820	1626
1877	24832	1613
1878	24843	1599
1879	24856	1586
1880	24869	1573
1881	24881	1560
1882	24893	1546
1883	24906	1533
1884	24920	1520
1885	24934	1507
1886	24948	1494
1887	24961	1480
1888	24973	1467
1889	24985	1454
1890	24998	1440
1891	25011	1427
1892	25025	1414
1893	25048	1401
1894	25062	1388
1895	25076	1375
1896	25090	1362
1897	25103	1349
1898	25116	1335
1899	25130	1322
1900	25144	1309
1901	25156	1296
1902	25169	1282
1903	25181	1269
1904	25193	1256
1905	25205	1243
1906	25218	1229
1907	25230	1216
1908	25242	1203
1909	25254	1190
1910	25266	1176
1911	25279	1163
1912	25292	1150
1913	25304	1136
1914	25317	1123
1915	25329	1110
1916	25342	1097
1917	25354	1083
1918	25366	1070
1919	25379	1057
1920	25391	1044
1921	25403	1030
1922	25416	1017
1923	25428	1004
1924	25440	991
1925	25452	977
1926	25464	964
1927	25476	951
1928	25489	938
1929	25502	924
1930	25514	911
1931	25527	898
1932	25541	885
1933	25554	872
1934	25569	858
1935	25583	845
1936	25596	832
1937	25609	819
1938	25622	806
1939	25634	792
1940	25647	779
1941	25659	766
1942	25672	753
1943	25686	739
1944	25698	726
1945	25711	713
1946	25723	700
1947	25735	686
1948	25747	673
1949	25760	660
1950	25773	647
1951	25785	634
1952	25798	620
1953	25811	607
1954	25823	594
1955	25836	581
1956	25848	567
1957	25860	554
1958	25872	541
1959	25884	528
1960	25897	515
1961	25909	501
1962	25922	488
1963	25934	475
1964	25946	462
1965	25959	448
1966	25971	435
1967	25984	422
1968	25996	409
1969	26008	396
1970	26021	382
1971	26036	369
1972	26049	356
1973	26062	343
1974	26075	330
1975	26088	316
1976	26101	303
1977	26113	290
1978	26127	277
1979	26140	264
1980	26152	250
1981	26165	237
1982	26177	224
1983	26190	211
1984	26203	198
1985	26216	184
1986	26228	171
1987	26240	158
1988	26253	145
1989	26266	131
1990	26279	118
1991	26292	105
1992	26305	92
1993	26317	79
1994	26329	65
1995	26341	52
1996	26354	39
1997	26367	26
1998	26379	13
1999	26391	0
